F5 6,F6 7,F7 8,F8 9,F9 10,M5-6,M6 7,M7 8,M8 9,M9 10,Number of Records,T5 6,T6 7,T7 8,T8 9,T9 10,Th5 6,Th6 7,Th7 8,Th8 9,Th9 10,W5 6,W6 7,W7 8,W8 9,W9 10,Lat,Location Index,Lon
74.30363636,63.71555556,58.34586957,44.32306667,63.72,50.48454545,57.10333333,55.79520833,48.63421875,59.31625,1,64.122,71.914,54.88232143,45.85835821,61.85794118,67.82357143,57.655,57.77481481,49.84772152,50.78095238,66.13166667,62.88375,56.26193548,48.45915254,60.48,-37.71343597,6034,144.8038739
71.33058824,52.03461538,46.42694444,40.05434343,57.66272727,51.834,54.61333333,46.4676,41.223,54.15454545,1,61.79833333,65.0175,48.15081395,41.163,50.72302326,67.931,55.416,48.55511905,45.1454,50.30966667,66.26571429,49.44541667,47.59578313,42.02051282,55.654,-37.71458652,6046,144.8037052
42.72054688,37.15673203,32.4291,31.12472222,30.2396347,38.76482456,35.95106918,32.76907407,31.55623656,31.98231638,1,35.78074074,37.39338983,29.81151351,28.97290123,32.04769634,36.89159574,38.25810976,31.29207071,29.13495455,30.85026178,41.5747191,34.71872727,31.64278947,32.37328042,29.98382653,-37.68819977,6146,144.8822684
58.88030303,53.95159091,46.61742857,47.09828571,48.52222222,54.65266667,55.04333333,51.41518519,48.17863636,51.59633333,1,59.98,50.07413793,44.25923077,42.08285714,47.01393939,55.94153846,49.39116279,48.86333333,41.64037736,45.6302381,54.05615385,56.46805556,51.79432432,43.38948718,52.29,-37.63503344,6173,144.8813384
60.3525,47.538,60.42272727,59.23333333,61.688125,59.0875,66.306,55.27526316,61.70083333,56.3508,1,64.7,64.2325,61.995,62.34266667,71.58363636,64.44,68.62894737,60.298,69.35068966,60.074,46.96666667,63.90333333,60.69862069,61.94884615,66.0844,-37.69122056,6199,144.7839563
54.66051282,49.06,45.37692308,38.24194444,41.36724638,58.50394737,46.98243243,43.16396825,40.49223684,41.38847458,1,53.65071429,47.06767857,42.55939394,43.02254237,38.1145283,45.49322581,49.46830189,42.25098592,38.27873239,43.09177419,49.37137931,48.56637931,42.9340625,37.252875,43.57,-37.69704483,6206,144.7793604
50.71428571,49.275,50.61666667,62.774375,54.92466667,54.22571429,52.17846154,42.7172093,58.63666667,53.78238095,1,77.97714286,64.77928571,45.94,53.7745,61.35,67.74666667,54.63304348,47.10176471,58.74097561,52.53045455,74.03,52.25166667,48.25095238,52.85666667,56.68916667,-37.68816723,6208,144.7853911
62.06066667,51.90217391,60.17208333,53.81714286,56.72961538,58.40913043,58.8878125,54.58172414,55.69551724,58.01321429,1,64.52428571,61.38192308,54.04466667,51.3528,62.0536,61.81230769,60.01483871,51.24076923,60.14357143,57.23625,57.92142857,59.1912,55.74395349,50.86138889,53.99333333,-37.68791662,6209,144.7854627
102.4017419,102.2002907,96.43240876,97.162,99.33064516,98.70142857,98.24798851,75.14032258,51.41286624,98.3554717,1,102.8191139,99.54330769,69.83953642,74.7637037,98.34611111,101.1713095,103.5147179,93.73126506,87.86276923,97.23855556,100.6525,101.2391477,92.11309353,85.55425926,97.87914894,-37.68222578,6298,144.7807823
97.31909091,97.23194805,90.76144444,96.84426966,94.19352113,96.72444444,95.884375,97.27366667,94.1584127,94.54245614,1,94.5508,93.96797753,95.56242188,91.89970588,97.96828358,98.69916667,95.34461538,94.89223077,94.94385542,94.921625,96.09793103,98.03191781,94.84015625,95.13827586,95.66411765,-37.68404757,6299,144.783118
88.97906593,69.3751773,65.03319853,74.00885057,84.95850467,87.52089474,61.29544747,56.11784483,58.31117647,80.69411765,1,87.0588,58.79989899,53.97605042,52.78482759,71.63635965,88.55166667,64.88425993,61.58602649,61.7184153,78.14659176,86.79704819,64.91457265,59.4502952,63.69359223,83.56007874,-37.71137925,6301,144.8294179
48.73951613,43.53712329,38.97516854,36.01652174,35.58803419,47.82290323,43.45355932,41.53342466,38.26431373,36.72155556,1,43.71827586,46.63139535,33.33791045,37.05410256,36.91895349,43.71325581,45.88477612,37.53833333,37.87598131,36.98457143,48.55434783,44.446875,38.72036364,37.23086957,36.65088496,-37.68934703,6359,144.8820693
56.59692308,62.76933333,62.25609756,62.27897436,66.84722222,64.385,58.27388889,63.34538462,55.79727273,59.56297297,1,58.16461538,61.70478261,61.1703125,59.57375,64.85380952,57.17142857,61.89176471,61.59054054,59.98046512,59.80090909,50.55076923,66.11578947,55.5404878,59.6630303,65.0326087,-37.72662604,6501,144.8125792
51.37285714,54.92095238,56.1115,53.95461538,55.86648649,55.16714286,51.93352941,53.82928571,50.09190476,52.20815789,1,55.38888889,60.3137037,53.826,53.37846154,58.02909091,49.79769231,54.05846154,59.26261905,55.96346939,54.85833333,43.70357143,55.3064,55.11977778,51.29153846,51.78612903,-37.72793954,6556,144.8142068
50.535,48.844,45.68888889,40.37157895,40.51580645,51.82857143,48.9824,46.26935484,41.57574468,42.91173913,1,42.90153846,45.78882353,48.49869565,41.90837838,36.55848485,56.83461538,48.81264706,46.88964286,37.93714286,39.89314286,47.51818182,47.63576923,45.46458333,40.6886,39.82852941,-37.73513684,6714,144.8868961
84.01378378,80.99529412,79.9369863,80.53438596,80.77471429,80.50418605,78.15875,78.10031746,76.52415842,80.0354321,1,77.87113636,80.055,82.22125,82.4586,81.48705882,78.28064516,82.27352941,84.50435484,81.726875,79.22971429,75.43848485,81.14544118,81.21651515,80.73513158,78.71681818,-37.66360386,6800,144.8552186
64.61872727,62.56758929,59.38801887,56.49135484,55.79063492,65.21066667,64.57213115,64.54924,58.56671053,55.1815311,1,63.84781818,63.1012766,62.97145299,58.64716814,57.53165746,66.42866667,59.1325,59.86217054,58.84868613,56.86095455,65.16285714,63.34537815,59.3530303,58.57623116,55.88344498,-37.71894301,6807,144.8528565
35.93412698,35.94620968,35.98433071,35.81324503,34.84701493,41.32928571,37.92020548,37.91218868,33.26858065,36.82298969,1,40.09224138,43.72211538,39.1590411,35.16385965,35.14140541,36.77227273,43.30382114,42.19226744,36.40335664,35.9403125,43.18492308,41.23771429,40.71907834,38.31280423,37.93236715,-37.7250314,6808,144.8495729
47.46315789,37.52032258,37.0368,31.16203704,40.04589286,43.45318182,39.49542857,36.09413043,34.85890625,36.36283019,1,41.7262963,33.79064516,39.92979592,29.02877551,31.97413793,43.12304348,34.49964286,37.2672,32.05473684,41.34075,45.39608696,34.10642857,37.06981818,34.360625,36.06439024,-37.70309025,6978,144.8015493
87.81230769,84.7262069,82.31842105,84.48222222,85.7415625,82.06555556,86.17482759,81.69166667,79.26761905,81.98617647,1,82.50384615,77.1262963,81.69857143,82.49125,80.995,87.37428571,80.82375,82.43268657,83.93972973,81.98866667,84.45923077,88.035,83.8828,81.69074074,83.00875,-37.67699875,6991,144.7718152
52.195,83.92,65.92727273,39.478125,65.1775,96.2375,79.822,90.24777778,37.53142857,64.48,1,58.44875,92.224,68.67125,34.37285714,45.73888889,100.7,73.91333333,59.70888889,33.91076923,73.366,-1,90.78,63.51153846,41.17368421,46.64,-37.69991791,6992,144.802409
92.92354839,80.98689498,63.65127778,82.83283988,88.51973545,89.19507692,83.96532164,52.9236246,62.07681388,82.47671018,1,91.04673469,79.72790123,34.73590604,42.78560554,81.62898437,92.51947368,84.73013761,45.41595855,57.88544073,85.79274272,90.60704082,78.43387978,47.78853731,73.66642066,88.62328042,-37.73142929,7236,144.8774837
85.41960212,84.06153202,79.70160749,78.36832862,71.725282,85.3455318,75.18240348,58.30865602,52.82956196,51.96661816,1,86.10578628,82.80999735,65.0738134,60.32096912,55.7119906,85.81752517,83.77478028,71.94260502,53.91032468,53.24325397,86.20571845,83.06208635,73.53652305,60.44065772,58.92903829,-37.68670893,7237,144.8780183
46.93976744,43.98053333,38.55048544,32.6608,37.67333333,49.10909091,45.266,37.48937063,29.77561404,35.38982301,1,45.36081081,42.16590909,35.24610687,29.95923077,38.61051282,38.56153846,45.5692,38.70806122,30.26227273,36.75642857,50.76302326,47.13710843,39.0935514,32.86578512,37.34553398,-37.70807825,7313,144.8867556
92.024,73.49923497,53.44225989,76.57745283,87.47265193,91.56603604,76.4140411,50.06203636,58.15799353,80.53615599,1,93.63752688,72.94992647,33.05724382,39.25021127,75.54928962,89.46243478,76.71417085,40.13602985,53.03076687,82.344,91.67172043,70.4305298,45.98120482,66.8487037,87.17973404,-37.73346038,7361,144.8834147
